Series	Array	platform	TumorOrNormal	CNsegments	fracbsegments	skewness_seg	kurtosis_seg	skewness_prob	kurtosis_prob	probeMean	segMedian	positive_segment_ratio_mean	positive_segment_ratio_med
GSE24715	GSM608979	GPL2005	Tumor	131	204	nan	nan	0.6122	3.9536	0.0079	-0.0405	0.2683	0.4973
GSE24715	GSM608980	GPL2005	Tumor	518	165	nan	nan	0.0312	0.1837	0.0130	0.0212	0.5198	0.5019
GSE24715	GSM608981	GPL2005	Tumor	187	196	nan	nan	0.3931	2.7539	-0.0060	0.0000	0.5602	0.4922
GSE24715	GSM608982	GPL2005	Tumor	103	76	nan	nan	-0.0360	1.3753	-0.0102	-0.0044	0.5987	0.4906
GSE24715	GSM608983	GPL2005	Tumor	148	191	nan	nan	0.0999	0.3441	0.0020	0.0055	0.5092	0.4912
GSE24715	GSM608984	GPL2005	Tumor	183	174	nan	nan	-0.0071	0.8441	0.0068	0.0048	0.4986	0.5073
GSE24715	GSM608985	GPL2005	Tumor	217	139	nan	nan	0.1056	0.2599	-0.0036	-0.0533	0.4190	0.5202
GSE24715	GSM608986	GPL2005	Tumor	109	140	nan	nan	-0.0444	1.6481	-0.0035	0.0073	0.6253	0.4630
GSE24715	GSM608987	GPL2005	Tumor	136	127	nan	nan	0.1683	1.8407	-0.0003	-0.0022	0.4682	0.4682
GSE24715	GSM608988	GPL2005	Tumor	120	134	nan	nan	0.1003	0.5800	-0.0098	-0.0228	0.3767	0.5057
GSE24715	GSM608989	GPL2005	Tumor	142	108	nan	nan	0.1308	0.3257	-0.0116	-0.2059	0.4589	0.4924
GSE24715	GSM608990	GPL2005	Tumor	212	162	nan	nan	0.4060	0.4810	0.0022	-0.1067	0.3808	0.5036
GSE24715	GSM608991	GPL2005	Tumor	167	145	nan	nan	0.1840	0.6577	0.0027	0.0255	0.5255	0.4899
GSE24715	GSM608992	GPL2005	Tumor	259	123	nan	nan	0.4017	0.4728	-0.0007	-0.0884	0.3172	0.4980
GSE24715	GSM608993	GPL2005	Tumor	153	136	nan	nan	0.3378	2.6964	-0.0088	-0.0177	0.4451	0.5253
GSE24715	GSM608994	GPL2005	Tumor	219	165	nan	nan	0.2892	1.2528	-0.0099	0.0000	0.5509	0.5172
GSE24715	GSM608995	GPL2005	Tumor	122	170	nan	nan	0.2199	1.1502	0.0073	-0.0030	0.3174	0.5037
GSE24715	GSM608996	GPL2005	Tumor	183	138	nan	nan	0.0702	1.2862	-0.0114	0.0008	0.6560	0.5047
GSE24715	GSM608997	GPL2005	Tumor	110	104	nan	nan	-0.0017	0.2946	0.0018	-0.1144	0.2909	0.5084
GSE24715	GSM608998	GPL2005	Tumor	97	56	nan	nan	0.2291	2.8915	-0.0003	-0.0056	0.4159	0.5374
GSE24715	GSM608999	GPL2005	Tumor	94	159	nan	nan	0.2842	2.1800	-0.0088	0.0101	0.6954	0.5283
GSE24715	GSM609000	GPL2005	Tumor	155	180	nan	nan	0.2770	1.6044	-0.0008	0.0001	0.6235	0.5170
GSE24715	GSM609001	GPL2005	Tumor	195	170	nan	nan	0.0480	0.3458	-0.0142	0.0000	0.6097	0.4781
GSE24715	GSM609002	GPL2005	Tumor	110	165	nan	nan	0.2376	0.6816	-0.0088	-0.0254	0.1962	0.4842
GSE24715	GSM609003	GPL2005	Tumor	126	133	nan	nan	0.0648	0.8595	0.0009	-0.0069	0.2895	0.4852
GSE24715	GSM609004	GPL2005	Tumor	92	92	nan	nan	0.5200	2.8195	-0.0003	0.0000	0.5088	0.4876
GSE24715	GSM609005	GPL2005	Tumor	89	154	nan	nan	0.0939	0.7135	-0.0141	-0.0116	0.5505	0.4655
GSE24715	GSM609006	GPL2005	Tumor	93	156	nan	nan	0.1107	0.4009	-0.0081	0.0028	0.5810	0.5036
GSE24715	GSM609007	GPL2005	Tumor	213	189	nan	nan	-0.0990	1.0462	-0.0164	0.0000	0.5269	0.4982
GSE24715	GSM609008	GPL2005	Tumor	292	163	nan	nan	0.3068	2.5167	-0.0004	0.0446	0.5865	0.4991
GSE24715	GSM609009	GPL2005	Tumor	345	90	nan	nan	0.2808	1.3338	-0.0110	0.0000	0.5271	0.4787
GSE24715	GSM609010	GPL2005	Tumor	85	149	nan	nan	0.1023	1.2107	-0.0058	0.0079	0.6731	0.4829
GSE24715	GSM609011	GPL2005	Tumor	109	64	nan	nan	0.0361	0.8607	0.0007	-0.0072	0.2696	0.4724
GSE24715	GSM609012	GPL2005	Tumor	101	53	nan	nan	-0.1389	1.5038	-0.0112	0.0000	0.6748	0.5098
GSE24715	GSM609013	GPL2005	Tumor	148	51	nan	nan	0.2037	1.0417	0.0006	0.0000	0.4607	0.4809
GSE24715	GSM609014	GPL2005	Tumor	107	75	nan	nan	0.6959	5.1804	-0.0083	-0.0085	0.4968	0.5267
GSE24715	GSM609015	GPL2005	Tumor	153	109	nan	nan	0.0468	0.7060	-0.0026	-0.0580	0.3991	0.5027
GSE24715	GSM609016	GPL3720	Tumor	111	290	3.1173	14.7652	0.2973	1.5893	0.0001	-0.0157	0.1038	0.4383
GSE24715	GSM609017	GPL3720	Tumor	1830	205	0.0535	3.5318	-0.0033	1.5932	-0.0074	-0.0176	0.4888	0.5000
GSE24715	GSM609018	GPL3720	Tumor	236	114	-0.1597	5.7936	-0.0579	1.2698	-0.0059	-0.0131	0.3908	0.4975
GSE24715	GSM609019	GPL3720	Tumor	466	102	0.3867	11.4330	-0.1229	1.5304	-0.0021	0.0000	0.5130	0.4924
GSE24715	GSM609020	GPL3720	Tumor	351	228	3.8140	26.2133	0.1614	2.3327	-0.0070	-0.0338	0.3884	0.4959
GSE24715	GSM609021	GPL3720	Tumor	288	274	1.9589	18.7976	0.2919	2.4240	-0.0039	-0.0033	0.5182	0.4948
GSE24715	GSM609022	GPL3720	Tumor	192	104	-0.2348	12.6151	-0.1127	1.9963	-0.0071	-0.0099	0.4208	0.5054
GSE29211	GSM726263	GPL3718	Tumor	137	352	-1.6823	5.1932	-0.7363	1.8758	-0.0124	0.0946	0.7154	0.5062
GSE29211	GSM726264	GPL3718	Tumor	198	247	-1.6088	5.0013	-0.4557	3.9319	-0.0087	-0.0522	0.4755	0.5050
GSE29211	GSM726265	GPL3718	Tumor	224	382	-2.0269	5.5788	-1.3905	7.7429	-0.0166	0.0605	0.8102	0.5091
GSE29211	GSM726266	GPL3718	Tumor	685	479	-1.2674	5.6153	-0.4947	1.4849	-0.0092	0.0403	0.5947	0.5013
GSE29211	GSM726267	GPL3718	Tumor	212	196	-1.8581	5.5281	-0.3763	1.1908	-0.0068	0.0486	0.6703	0.4948
GSE29211	GSM726268	GPL3718	Tumor	251	430	-0.3303	2.3138	-0.4225	2.2897	-0.0161	-0.0644	0.4377	0.5085
GSE29211	GSM726269	GPL3718	Tumor	351	403	-1.8302	4.8523	-0.4257	1.4514	-0.0122	0.0105	0.5919	0.5002
GSE29211	GSM726270	GPL3718	Tumor	237	579	-1.3922	3.5446	-0.2891	1.4902	-0.0109	0.0833	0.6266	0.5016
GSE29211	GSM726271	GPL3718	Tumor	221	108	-2.5368	9.7299	-0.8150	7.0761	-0.0127	-0.1050	0.3889	0.4826
GSE29211	GSM726272	GPL3718	Tumor	213	277	-1.8746	5.9470	-0.5083	2.0105	-0.0134	0.0378	0.7882	0.5064
GSE29211	GSM726273	GPL3718	Tumor	173	276	-1.6605	6.8754	-0.4577	1.8849	-0.0118	0.0263	0.8714	0.5033
GSE29211	GSM726274	GPL3718	Tumor	125	122	-1.6080	3.7024	0.0306	2.1886	-0.0106	-0.1062	0.2359	0.4735
GSE29211	GSM726275	GPL3718	Tumor	234	319	-1.8942	4.1318	-1.0846	5.3287	-0.0172	0.1540	0.6845	0.5061
GSE29211	GSM726276	GPL3718	Tumor	186	239	-1.8459	5.1464	-0.2630	1.4486	-0.0078	0.0010	0.5381	0.4741
GSE29211	GSM726277	GPL3718	Tumor	216	258	-1.6239	4.2328	-0.4831	0.8714	-0.0133	0.0929	0.7606	0.4746
GSE29211	GSM726278	GPL3718	Tumor	129	457	0.3231	13.3418	0.0409	1.1252	-0.0016	-0.0001	0.5049	0.4993
GSE29211	GSM726279	GPL3718	Tumor	314	629	-0.1963	5.5518	-0.1946	0.8317	-0.0175	-0.0179	0.4979	0.5012
GSE29211	GSM726280	GPL3718	Tumor	171	273	-1.3129	3.9447	-0.3783	1.8365	-0.0108	0.0422	0.5574	0.4985
GSE29211	GSM726281	GPL3718	Tumor	396	362	0.4293	2.1639	0.0708	2.2603	-0.0152	-0.0220	0.4304	0.4992
GSE29211	GSM726282	GPL3718	Tumor	1103	324	-2.0527	10.5521	-0.7558	4.7762	-0.0181	0.0141	0.5773	0.5001
GSE29211	GSM726283	GPL3718	Tumor	194	397	-1.5145	5.7585	-0.1665	1.5189	-0.0130	0.0000	0.5110	0.4923
GSE29211	GSM726284	GPL3718	Tumor	252	289	-1.9948	5.7481	-0.7491	7.8231	-0.0145	0.0000	0.7973	0.5169
GSE29211	GSM726285	GPL3718	Tumor	255	414	-1.7171	2.6936	-1.0040	5.7235	-0.0116	0.0466	0.6261	0.4849
GSE29211	GSM726286	GPL3718	Tumor	164	366	-1.9247	7.3432	-0.3502	2.1106	-0.0151	0.0421	0.7217	0.5192
GSE29211	GSM796439	GPL3718	Tumor	202	455	-1.5661	2.8029	-0.5712	1.1112	-0.0002	0.1542	0.6341	0.5124
GSE21597	GSM539112	GPL3718	Tumor	891	263	-1.2985	6.6711	-0.4149	3.4353	-0.0155	0.0000	0.5793	0.5151
GSE21597	GSM539113	GPL3718	Tumor	1503	287	-0.1507	2.8585	-0.0240	2.7967	-0.0035	-0.0070	0.4851	0.5009
GSE21597	GSM539114	GPL3718	Tumor	476	496	-1.7601	14.0217	-0.4150	2.3840	-0.0127	0.0030	0.6225	0.4994
GSE21597	GSM539115	GPL3718	Tumor	645	344	0.4454	10.9357	0.2342	4.3021	-0.0045	0.0025	0.5536	0.4990
GSE21597	GSM539116	GPL3718	Tumor	1147	175	-0.8177	6.9470	-0.4505	2.4418	-0.0020	0.0033	0.5714	0.4994
GSE21597	GSM539117	GPL3718	Tumor	698	150	-1.2826	9.5765	-0.3350	2.8895	-0.0117	-0.0008	0.5586	0.4999
GSE21597	GSM539118	GPL3718	Tumor	1022	228	-0.5421	5.2831	-0.4140	2.2071	-0.0119	0.0000	0.5530	0.5032
GSE21597	GSM539119	GPL3718	Tumor	419	302	-2.1448	16.7276	-0.3013	3.4808	-0.0144	0.0000	0.6396	0.5033
GSE21597	GSM539120	GPL3718	Tumor	767	245	-0.5507	16.3320	0.2597	6.8853	-0.0094	-0.0144	0.4658	0.4996
GSE21597	GSM539121	GPL3718	Tumor	438	196	-2.1464	18.1656	-0.3503	2.4469	-0.0091	0.0047	0.5946	0.5008
GSE21597	GSM539122	GPL3718	Tumor	701	245	0.4377	6.1548	-0.2017	2.3276	-0.0053	0.0078	0.6441	0.5015
GSE21597	GSM539123	GPL3718	Tumor	817	168	-0.4970	4.3934	-0.2508	2.3089	-0.0069	0.0000	0.5962	0.5100
GSE21597	GSM539124	GPL3718	Tumor	142	189	-1.6146	5.7160	-0.6480	4.0341	-0.0094	0.0013	0.8577	0.4981
GSE21597	GSM539125	GPL3718	Tumor	444	78	-3.0187	21.2975	-0.4810	2.1298	0.0009	0.0207	0.6335	0.4842
GSE21597	GSM539126	GPL3718	Tumor	714	261	-0.5252	5.8697	-0.1267	2.1040	-0.0038	0.0000	0.5418	0.5050
GSE21597	GSM539127	GPL3718	Tumor	447	270	-1.4318	12.6191	-0.1910	3.2302	-0.0100	0.0000	0.5768	0.5093
GSE21597	GSM539128	GPL3718	Tumor	575	208	-2.2737	17.3311	-0.2572	2.7241	-0.0098	-0.0151	0.4575	0.5004
GSE21597	GSM539129	GPL3718	Tumor	882	421	-0.7112	4.0505	-0.3890	2.0182	-0.0050	-0.0038	0.5131	0.5006
GSE21597	GSM539130	GPL3718	Tumor	905	149	-0.8597	6.0413	-0.3016	2.0460	0.0027	0.0000	0.4932	0.5173
GSE21597	GSM539132	GPL3718	Tumor	187	551	1.0018	12.4485	0.2017	0.7493	-0.0203	-0.0126	0.6338	0.5311
GSE21597	GSM539131	GPL3718	Tumor	541	176	-1.9620	11.6537	-0.1014	1.1622	-0.0032	0.0123	0.5928	0.4992
GSE21597	GSM539133	GPL3718	Tumor	1038	74	-0.7753	2.4386	-0.3203	2.3982	-0.0137	-0.0128	0.5054	0.4997
GSE21597	GSM539134	GPL3718	Tumor	1321	69	-1.6265	13.1727	-0.2997	1.7765	-0.0054	0.0031	0.5467	0.5001
GSE21597	GSM539135	GPL3718	Tumor	1144	82	0.4812	5.0875	0.0763	2.2975	-0.0089	-0.0096	0.4995	0.5000
GSE21597	GSM539136	GPL3718	Tumor	674	483	-1.7192	11.4255	-0.4000	2.2309	-0.0056	0.0013	0.5635	0.4997
GSE21597	GSM539137	GPL3718	Tumor	982	448	0.4348	8.9082	0.3831	2.3543	-0.0017	-0.0081	0.4800	0.5014
GSE21597	GSM539138	GPL3718	Tumor	1050	140	-1.2087	12.0140	-0.3588	3.2663	-0.0042	0.0032	0.5635	0.4999
GSE21597	GSM539139	GPL3718	Tumor	1095	80	-1.5395	9.7453	-0.4227	2.8555	-0.0168	-0.0025	0.5576	0.5001
GSE21597	GSM539140	GPL3718	Tumor	614	248	-1.6051	12.6793	-0.1628	1.5060	0.0007	-0.0039	0.4392	0.4989
GSE21597	GSM539141	GPL3718	Tumor	775	303	0.5587	10.2764	0.0300	2.5600	-0.0098	0.0054	0.5730	0.4997
GSE21597	GSM539142	GPL3718	Normal	96	208	-2.6295	6.0879	-0.6131	4.8414	-0.0131	-0.0016	0.8044	0.4921
GSE21597	GSM539143	GPL3718	Normal	96	612	-2.7790	18.5130	-0.1547	3.1546	-0.0038	-0.0074	0.2405	0.4995
GSE21597	GSM539144	GPL3718	Normal	84	461	-0.7037	10.7243	-0.3262	3.1608	0.0012	-0.0019	0.1678	0.5304
GSE21597	GSM539145	GPL3718	Normal	99	111	-0.2940	3.8317	-0.1646	4.8419	-0.0007	-0.0044	0.1248	0.4972
GSE21597	GSM539146	GPL3718	Normal	100	359	-0.4374	5.1718	-0.5706	3.9814	-0.0126	-0.0018	0.8101	0.5060
GSE21597	GSM539147	GPL3718	Normal	104	115	-0.7195	4.4599	-0.2500	4.4611	-0.0016	-0.0039	0.3275	0.5003
GSE21597	GSM539148	GPL3718	Normal	103	184	-1.2027	2.9448	-0.6806	5.3419	-0.0132	-0.0030	0.9418	0.4773
GSE21597	GSM539149	GPL3718	Normal	99	495	-1.2899	5.3716	-0.0743	2.5303	-0.0015	-0.0049	0.3056	0.5037
GSE21597	GSM539150	GPL3718	Normal	90	123	-1.0468	5.0735	-0.5824	5.2512	-0.0086	0.0008	0.9493	0.5384
GSE21597	GSM539151	GPL3718	Normal	176	314	-1.0805	3.9640	-0.3431	3.6536	0.0042	0.0064	0.5398	0.5108
GSE21597	GSM539152	GPL3720	Tumor	632	241	-1.4998	7.1783	-0.2072	1.3724	-0.0016	-0.0012	0.5034	0.4989
GSE21597	GSM539153	GPL3720	Tumor	776	280	-0.7404	6.3957	-0.1050	1.3415	0.0069	0.0024	0.4571	0.5012
GSE21597	GSM539154	GPL3720	Tumor	261	280	-1.2096	7.1583	-0.1612	0.9944	-0.0121	-0.0227	0.3201	0.5010
GSE21597	GSM539155	GPL3720	Tumor	247	231	-2.4223	12.5542	-0.3991	2.2281	-0.0033	0.0021	0.6985	0.5007
GSE21597	GSM539156	GPL3720	Tumor	372	262	-0.9799	8.5516	0.0284	0.5460	0.0082	0.0452	0.6254	0.4954
GSE21597	GSM539157	GPL3720	Tumor	446	316	-2.1727	15.7493	-0.1692	2.6060	-0.0168	-0.0081	0.5245	0.5010
GSE21597	GSM539158	GPL3720	Tumor	525	329	0.3813	9.4221	0.1982	2.5156	-0.0118	-0.0170	0.4913	0.4991
GSE21597	GSM539159	GPL3720	Tumor	490	260	-0.9570	8.8014	-0.1896	1.5114	-0.0063	-0.0025	0.6460	0.5061
GSE21597	GSM539160	GPL3720	Tumor	512	247	-1.3612	9.0883	-0.0555	0.4862	-0.0075	-0.0122	0.4813	0.5007
GSE21597	GSM539161	GPL3720	Tumor	237	255	-1.3208	7.0337	-0.2112	0.4146	-0.0097	0.0073	0.7088	0.5120
GSE21597	GSM539162	GPL3720	Tumor	565	280	-1.0839	6.8293	-0.2084	0.6327	-0.0152	-0.0210	0.4708	0.4997
GSE21597	GSM539163	GPL3720	Tumor	160	245	-5.1936	36.5553	-0.2664	0.4875	-0.0176	-0.0124	0.6753	0.5057
GSE21597	GSM539164	GPL3720	Tumor	313	296	-0.3949	14.7666	0.1173	2.0700	-0.0083	-0.0152	0.4481	0.5036
GSE21597	GSM539165	GPL3720	Tumor	243	274	-2.5077	10.0063	-0.1972	1.1850	-0.0124	-0.0156	0.4886	0.5181
GSE21597	GSM539166	GPL3720	Tumor	372	314	1.1099	8.3762	-0.0967	0.9274	-0.0102	0.0089	0.6522	0.4966
GSE21597	GSM539167	GPL3720	Tumor	265	282	-2.8628	19.0753	-0.1206	1.1124	0.0014	0.0112	0.6347	0.5118
GSE21597	GSM539168	GPL3720	Tumor	128	292	-1.4790	3.6194	-0.2190	1.5301	0.0019	0.0098	0.8030	0.5059
GSE21597	GSM539169	GPL3720	Tumor	319	287	1.3905	6.0477	0.1119	2.1341	0.0028	0.0058	0.5676	0.4880
GSE21597	GSM539170	GPL3720	Tumor	234	293	-2.9386	14.0558	-0.1927	0.9815	0.0075	0.0127	0.6476	0.4882
GSE21597	GSM539171	GPL3720	Tumor	499	294	0.9372	11.3300	0.0499	2.6517	-0.0126	-0.0184	0.4858	0.4998
GSE21597	GSM539172	GPL3720	Tumor	158	189	-1.1076	9.9134	-0.1725	0.8578	-0.0017	-0.0004	0.5841	0.5078
GSE21597	GSM539173	GPL3720	Tumor	353	134	-3.1980	26.0685	-0.1321	1.0162	-0.0016	-0.0035	0.4745	0.5040
GSE21597	GSM539174	GPL3720	Tumor	457	301	-1.5416	12.0897	-0.2089	1.2119	0.0017	0.0071	0.5428	0.4934
GSE21597	GSM539175	GPL3720	Tumor	604	273	-1.4068	9.9503	-0.1753	1.2725	0.0120	0.0039	0.4788	0.5009
GSE21597	GSM539176	GPL3720	Tumor	644	218	-0.1606	4.1561	-0.0538	0.9590	-0.0036	-0.0155	0.4504	0.4996
GSE21597	GSM539177	GPL3720	Tumor	314	266	-0.5752	7.5313	-0.1238	0.8479	0.0028	0.0047	0.5277	0.5001
GSE21597	GSM539178	GPL3720	Tumor	378	218	2.0613	15.9335	0.2433	5.8296	-0.0173	-0.0035	0.5715	0.4962
GSE21597	GSM539179	GPL3720	Tumor	329	272	1.4682	8.3214	0.1150	2.1033	-0.0214	0.0143	0.6886	0.4989
GSE21597	GSM539180	GPL3720	Tumor	719	127	-0.7992	7.2203	-0.1866	1.2889	-0.0158	-0.0068	0.5558	0.4984
GSE21597	GSM539181	GPL3720	Tumor	793	313	-1.7314	9.9539	-0.3923	2.1356	-0.0132	0.0053	0.6053	0.5000
GSE21597	GSM539182	GPL3720	Tumor	399	265	-0.9746	7.5557	-0.3652	2.4000	-0.0172	-0.0043	0.6493	0.5062
GSE21597	GSM539183	GPL3720	Tumor	504	192	0.3780	3.0074	0.0197	0.0165	-0.0025	-0.0226	0.4632	0.4987
GSE21597	GSM539184	GPL3720	Tumor	477	279	-1.4898	9.0425	-0.2655	1.5298	-0.0082	-0.0017	0.5263	0.4984
GSE21597	GSM539185	GPL3720	Tumor	502	316	-0.9499	13.3996	0.0446	0.0777	0.0064	-0.0228	0.3659	0.5007
GSE21597	GSM539186	GPL3720	Tumor	563	339	-0.9929	9.8337	-0.0582	0.7885	-0.0095	-0.0109	0.4968	0.4996
GSE21597	GSM539187	GPL3720	Tumor	727	363	-0.4634	6.6445	-0.1438	1.1707	-0.0022	0.0110	0.5865	0.4967
GSE21597	GSM539188	GPL3720	Tumor	523	283	1.7149	12.0489	-0.0339	2.1819	-0.0129	0.0012	0.6201	0.5001
GSE21597	GSM539189	GPL3720	Tumor	367	265	-0.0535	16.5548	0.1634	4.0972	-0.0067	-0.0060	0.5030	0.5007
GSE21597	GSM539190	GPL3720	Tumor	609	377	1.4136	9.7550	0.1272	2.7960	-0.0116	-0.0111	0.5064	0.5002
GSE21597	GSM539191	GPL3720	Normal	122	217	-1.3547	3.3167	-0.4201	2.9594	-0.0094	-0.0033	0.7412	0.5262
GSE21597	GSM539192	GPL3720	Normal	98	283	-1.8951	7.8276	-0.2161	3.3217	-0.0005	-0.0038	0.2609	0.4564
GSE21597	GSM539193	GPL3720	Normal	88	284	0.7916	6.2515	-0.4220	3.5874	-0.0033	-0.0063	0.1978	0.5280
GSE21597	GSM539194	GPL3720	Normal	98	238	1.1947	14.5779	-0.4185	3.0253	-0.0109	-0.0070	0.6741	0.5081
GSE21597	GSM539195	GPL3720	Normal	131	348	-0.6740	7.0575	-0.5144	3.1294	-0.0115	-0.0037	0.7617	0.4761
GSE21597	GSM539196	GPL3720	Normal	147	292	-1.8415	8.6867	-0.2611	4.5303	-0.0033	0.0012	0.6076	0.4812
GSE21597	GSM539197	GPL3720	Normal	101	270	-0.4388	4.5975	-0.0921	3.7305	-0.0033	-0.0052	0.2039	0.5028
GSE21597	GSM539198	GPL3720	Normal	130	198	2.5762	12.4102	-0.3882	3.6699	-0.0154	-0.0039	0.6840	0.5466
GSE21597	GSM539199	GPL3720	Normal	151	118	-0.7927	10.6840	-0.2610	2.2206	-0.0142	-0.0145	0.4764	0.5053
GSE21597	GSM539200	GPL3720	Normal	315	325	0.6263	8.5319	-0.0949	2.7001	-0.0015	0.0157	0.6150	0.4910
GSE21597	GSM539201	GPL3720	Normal	90	185	-0.3379	6.1597	-0.1923	1.4686	0.0071	0.0033	0.2276	0.4769
GSE21597	GSM539202	GPL3720	Normal	84	304	-1.8168	10.9786	-0.1671	1.3025	-0.0041	-0.0060	0.3035	0.4828
GSE21597	GSM539203	GPL3720	Normal	72	216	-4.1464	18.1739	-0.1810	1.3113	0.0118	0.0086	0.2463	0.4859
GSE21597	GSM539204	GPL3720	Normal	84	301	-3.3287	16.3745	-0.0817	1.0353	0.0100	0.0049	0.1941	0.5007
GSE21597	GSM539205	GPL3720	Normal	89	245	-1.2730	13.0874	-0.0764	0.0101	-0.0092	-0.0111	0.4153	0.4815
GSE21597	GSM539206	GPL3720	Normal	82	441	-1.5276	13.0919	-0.3940	2.9201	-0.0152	-0.0090	0.9347	0.4832
GSE21597	GSM539207	GPL3720	Normal	95	310	-1.7830	5.4363	-0.3711	3.2215	-0.0157	-0.0093	0.9280	0.4785
GSE21597	GSM539208	GPL3720	Normal	89	384	-1.6849	6.8650	-0.2065	4.6058	0.0002	-0.0026	0.2181	0.5165
GSE21597	GSM539209	GPL3720	Normal	85	417	-0.5939	10.3324	-0.1563	4.0181	-0.0011	-0.0038	0.3004	0.4712
GSE21597	GSM539210	GPL3720	Normal	95	131	-2.5714	5.2976	-0.1518	1.8167	-0.0036	0.0007	0.7595	0.4995
GSE22082	GSM541340	GPL3720	Normal	209	293	-2.4922	9.7542	-0.1739	0.9247	-0.0078	-0.0295	0.3054	0.4975
GSE22082	GSM541533	GPL3720	Normal	102	311	-0.4419	4.1258	-0.0534	0.7245	-0.0020	-0.0119	0.1346	0.4470
GSE22082	GSM541534	GPL3720	Normal	77	280	-1.6285	20.4974	0.1316	0.8744	-0.0037	-0.0004	0.7243	0.5087
GSE22082	GSM541535	GPL3720	Normal	84	210	-1.8556	8.5758	0.0633	0.9291	-0.0056	-0.0026	0.6608	0.4894
GSE22082	GSM541572	GPL3720	Normal	75	219	0.2452	22.5519	0.1524	0.7641	0.0042	-0.0039	0.0774	0.5217
GSE22082	GSM541602	GPL3720	Normal	86	237	-2.9160	8.6807	-0.1586	0.8022	-0.0003	-0.0054	0.1170	0.5644
GSE22082	GSM541603	GPL3720	Normal	94	306	1.1947	10.1271	0.1201	0.0316	-0.0280	-0.0201	0.7686	0.4856
GSE22082	GSM541608	GPL3720	Normal	74	282	-4.7583	34.9226	0.2215	-0.1104	-0.0167	-0.0219	0.1242	0.4972
GSE22082	GSM541609	GPL3720	Normal	79	254	-4.0457	20.4490	-0.1796	0.4191	0.0039	0.0007	0.1149	0.4948
GSE22082	GSM541610	GPL3720	Normal	133	272	-3.1519	16.5185	-0.1449	0.6729	0.0042	0.0004	0.2668	0.5364
GSE22082	GSM541612	GPL3720	Normal	153	273	-3.0052	20.6851	-0.2219	1.0956	-0.0103	0.0003	0.7523	0.4833
GSE22082	GSM543415	GPL3720	Tumor	379	312	-0.2752	5.9838	0.1565	-0.0417	-0.0044	-0.0017	0.5130	0.4991
GSE22082	GSM543422	GPL3720	Tumor	104	305	-2.9597	13.5559	0.2268	-0.1071	-0.0181	-0.0083	0.7013	0.4356
GSE22082	GSM543431	GPL3720	Tumor	1225	156	0.4403	1.5064	-0.0085	0.3162	0.0291	-0.0183	0.4114	0.5000
GSE22082	GSM543432	GPL3720	Tumor	896	186	0.5850	2.3902	-0.0390	0.2674	0.0147	0.0000	0.4526	0.4907
GSE22082	GSM543439	GPL3720	Tumor	186	325	-0.9311	2.7652	0.2022	-0.0615	-0.0094	-0.0343	0.2263	0.5177
GSE22082	GSM543440	GPL3720	Tumor	122	293	-0.6766	4.0010	0.1746	0.1279	-0.0156	-0.0402	0.2651	0.4848
GSE22082	GSM543497	GPL3720	Tumor	266	239	0.2467	2.2923	0.2351	0.0102	-0.0122	-0.0720	0.4157	0.4921
GSE22082	GSM543498	GPL3720	Tumor	1049	120	0.3537	2.2204	-0.0793	0.2546	0.0143	-0.0168	0.3834	0.4994
GSE22082	GSM543502	GPL3720	Tumor	144	252	-0.7879	9.0276	0.2165	0.0609	-0.0134	0.0061	0.6325	0.4942
GSE22082	GSM548647	GPL3720	Tumor	142	271	-2.8467	12.7590	-0.1436	0.6697	-0.0104	-0.0174	0.3458	0.5118
GSE22082	GSM548648	GPL3720	Tumor	424	419	0.9224	5.4099	-0.1129	0.3636	-0.0064	-0.0148	0.4518	0.4998
GSE22082	GSM548722	GPL3720	Tumor	2620	361	0.4488	2.1890	0.0138	0.5690	-0.0033	-0.0534	0.4534	0.4991
GSE22082	GSM548792	GPL3720	Tumor	2411	339	0.5742	-0.3532	0.6274	1.0107	0.0234	-0.0744	0.3638	0.5000
GSE22082	GSM548794	GPL3720	Tumor	89	226	-0.3515	7.6651	-0.1193	0.4138	-0.0043	-0.0140	0.2970	0.5452
GSE22082	GSM548795	GPL3720	Tumor	1202	363	0.5446	-0.0364	0.2534	1.1148	0.0067	-0.0306	0.3068	0.5025
GSE22082	GSM548802	GPL3720	Tumor	2351	298	-0.1086	0.7251	-0.3425	0.2518	0.0080	-0.0408	0.4241	0.5011
GSE22082	GSM548803	GPL3720	Tumor	773	218	0.7471	6.0165	-0.0812	1.0793	-0.0113	-0.0131	0.4954	0.5002
GSE22082	GSM548804	GPL3720	Tumor	1925	239	0.5852	-0.7709	0.7707	1.3136	0.0373	-0.0589	0.3018	0.4975
GSE22082	GSM548817	GPL3720	Tumor	2429	263	0.4856	-0.5303	0.5295	0.8763	0.0120	-0.0703	0.3236	0.5004
GSE22082	GSM548818	GPL3720	Tumor	401	330	-0.0974	3.1038	-0.0096	0.2522	-0.0071	-0.0424	0.4393	0.4928
GSE22082	GSM548819	GPL3720	Tumor	2643	322	0.0135	-0.1027	-0.0648	-0.0458	0.0089	-0.0139	0.4421	0.5003
GSE22082	GSM548820	GPL3720	Tumor	2259	69	0.4305	-0.5615	0.4817	-0.0599	0.1599	0.0000	0.4250	0.5001
GSE22082	GSM548828	GPL3720	Tumor	925	44	0.8410	-0.7091	1.1404	2.3883	0.2517	0.1535	0.3922	0.4992
