Sample	Series	Speak	Breakpoint_Step	Breakpoint_CBS	Spread	Classification_Label	Decision_Value	Good_Poor	Case_Diagnosis
GSM509857	GSE20353	1.1806	120	22	0.4104	2	-0.6206	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM509858	GSE20353	4.7157	15	28	0.3309	1	2.673	good	2: good quality, discernible CNAs with few waves
GSM509859	GSE20353	1.7821	115	74	0.3658	2	-1.7716	poor	3: poor quality, indiscernible CNAs with many waves
GSM509860	GSE20353	1.7998	14	91	0.4159	2	-1.4827	poor	3: poor quality, indiscernible CNAs with many waves
GSM509861	GSE20353	2.1656	9	22	0.4341	1	1.0002	good	2: good quality, discernible CNAs with few waves
GSM509862	GSE20353	1.7385	120	81	0.3711	2	-1.9773	poor	3: poor quality, indiscernible CNAs with many waves
GSM509863	GSE20353	1.1883	120	22	0.4062	2	-0.5545	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM509864	GSE20353	1.3714	66	30	0.3097	1	0.9416	good	5: good quality, control or without many CNAs
GSM509865	GSE20353	1.6775	113	119	0.3966	2	-2.3024	poor	3: poor quality, indiscernible CNAs with many waves
GSM509866	GSE20353	1.6021	120	58	0.378	2	-1.7076	poor	3: poor quality, indiscernible CNAs with many waves
GSM509867	GSE20353	1.7238	120	91	0.3575	2	-2.037	poor	3: poor quality, indiscernible CNAs with many waves
GSM509868	GSE20353	1.6483	110	66	0.3417	2	-1.4984	poor	3: poor quality, indiscernible CNAs with many waves
GSM509869	GSE20353	4.5139	11	23	0.3985	1	2.2147	good	2: good quality, discernible CNAs with few waves
GSM509870	GSE20353	3.918	21	27	0.3804	1	2.6052	good	2: good quality, discernible CNAs with few waves
GSM509871	GSE20353	1.3439	118	25	0.3679	2	-0.092	poor	3: poor quality, indiscernible CNAs with many waves
GSM509872	GSE20353	3.0728	57	55	0.3552	1	1.2663	good	2: good quality, discernible CNAs with few waves
GSM509873	GSE20353	6.1311	16	34	0.3048	1	2.6255	good	2: good quality, discernible CNAs with few waves
GSM509874	GSE20353	2.1059	32	35	0.351	1	1.4766	good	2: good quality, discernible CNAs with few waves
GSM509875	GSE20353	3.2265	21	39	0.3555	1	2.4374	good	2: good quality, discernible CNAs with few waves
GSM509876	GSE20353	2.2033	6	24	0.3727	1	1.5194	good	2: good quality, discernible CNAs with few waves
GSM509877	GSE20353	1.1861	120	22	0.3036	1	1.0226	good	5: good quality, control or without many CNAs
GSM509878	GSE20353	1.323	7	24	0.2924	1	1.2307	good	5: good quality, control or without many CNAs
GSM509879	GSE20353	1.4266	120	30	0.3761	2	-0.5476	poor	3: poor quality, indiscernible CNAs with many waves
GSM509880	GSE20353	1.1981	120	28	0.3064	1	0.5486	good	5: good quality, control or without many CNAs
GSM509881	GSE20353	1.6106	119	134	0.3562	2	-2.2468	poor	3: poor quality, indiscernible CNAs with many waves
GSM509882	GSE20353	1.4827	120	39	0.3093	2	-0.1126	poor	3: poor quality, indiscernible CNAs with many waves
GSM509883	GSE20353	2.0392	114	81	0.298	2	-1.1634	poor	3: poor quality, indiscernible CNAs with many waves
GSM509884	GSE20353	2.1129	41	57	0.3506	1	0.2389	good	2: good quality, discernible CNAs with few waves
GSM509885	GSE20353	1.5072	120	61	0.3758	2	-1.8552	poor	3: poor quality, indiscernible CNAs with many waves
GSM509886	GSE20353	1.5505	118	59	0.4442	2	-2.2495	poor	3: poor quality, indiscernible CNAs with many waves
GSM509887	GSE20353	1.6416	120	119	0.3544	2	-2.2293	poor	3: poor quality, indiscernible CNAs with many waves
GSM509888	GSE20353	1.2868	120	22	0.355	1	0.3043	good	5: good quality, control or without many CNAs
GSM509889	GSE20353	1.4386	9	26	0.3823	1	0.7518	good	5: good quality, control or without many CNAs
GSM509890	GSE20353	1.1396	120	23	0.3668	2	-0.017	poor	3: poor quality, indiscernible CNAs with many waves
GSM509891	GSE20353	1.1433	120	22	0.3566	1	0.226	good	5: good quality, control or without many CNAs
GSM509892	GSE20353	1.2254	120	22	0.3453	1	0.4361	good	5: good quality, control or without many CNAs
GSM509893	GSE20353	1.1355	120	22	0.3527	1	0.2857	good	5: good quality, control or without many CNAs
GSM509894	GSE20353	2.2546	5	25	0.3924	1	1.388	good	2: good quality, discernible CNAs with few waves
GSM509895	GSE20353	1.6573	120	83	0.4446	2	-2.3179	poor	3: poor quality, indiscernible CNAs with many waves
GSM509896	GSE20353	1.602	18	28	0.3656	1	0.9824	good	2: good quality, discernible CNAs with few waves
GSM509897	GSE20353	3.7018	5	22	0.3421	1	1.7142	good	2: good quality, discernible CNAs with few waves
GSM509898	GSE20353	1.1737	118	22	0.358	1	0.225	good	5: good quality, control or without many CNAs
GSM509899	GSE20353	3.7419	5	22	0.3756	1	1.6841	good	2: good quality, discernible CNAs with few waves
GSM509900	GSE20353	2.8316	6	38	0.3432	1	1.5541	good	2: good quality, discernible CNAs with few waves
GSM509901	GSE20353	1.2266	120	23	0.3273	1	0.6408	good	5: good quality, control or without many CNAs
GSM509902	GSE20353	3.1833	28	37	0.3611	1	2.444	good	2: good quality, discernible CNAs with few waves
GSM509903	GSE20353	2.2184	23	30	0.3575	1	1.7879	good	2: good quality, discernible CNAs with few waves
GSM509904	GSE20353	1.5798	120	115	0.3414	2	-2.2005	poor	3: poor quality, indiscernible CNAs with many waves
GSM509905	GSE20353	1.1669	120	22	0.324	1	0.7373	good	5: good quality, control or without many CNAs
GSM509906	GSE20353	1.1424	118	22	0.3714	2	-0.0041	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM509907	GSE20353	1.2281	120	22	0.3189	1	0.8338	good	5: good quality, control or without many CNAs
GSM509908	GSE20353	1.1467	120	22	0.3788	2	-0.1326	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM509909	GSE20353	1.1394	120	22	0.3337	1	0.583	good	5: good quality, control or without many CNAs
GSM509910	GSE20353	1.3751	15	33	0.3511	1	0.6676	good	5: good quality, control or without many CNAs
GSM509911	GSE20353	2.2026	24	86	0.3648	2	-0.8876	poor	3: poor quality, indiscernible CNAs with many waves
GSM509912	GSE20353	1.1912	120	22	0.3945	2	-0.371	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM509913	GSE20353	1.8239	17	28	0.3364	1	1.5569	good	2: good quality, discernible CNAs with few waves
GSM509914	GSE20353	3.092	31	39	0.3757	1	2.1738	good	2: good quality, discernible CNAs with few waves
GSM509915	GSE20353	1.3966	107	24	0.3706	1	0.0357	good	5: good quality, control or without many CNAs
GSM509916	GSE20353	1.2265	120	22	0.337	1	0.5658	good	5: good quality, control or without many CNAs
GSM509917	GSE20353	1.5065	115	50	0.3251	2	-0.8813	poor	3: poor quality, indiscernible CNAs with many waves
GSM509918	GSE20353	1.5145	9	23	0.4176	1	0.4756	good	2: good quality, discernible CNAs with few waves
GSM509919	GSE20353	5.3601	9	30	0.3089	1	2.2352	good	2: good quality, discernible CNAs with few waves
GSM509920	GSE20353	1.5022	120	62	0.373	2	-1.8587	poor	3: poor quality, indiscernible CNAs with many waves
GSM509921	GSE20353	1.5449	4	24	0.3992	1	0.9089	good	2: good quality, discernible CNAs with few waves
GSM509922	GSE20353	1.5138	6	24	0.4011	1	0.7937	good	2: good quality, discernible CNAs with few waves
GSM509923	GSE20353	1.238	120	24	0.3568	1	0.1062	good	5: good quality, control or without many CNAs
GSM509924	GSE20353	1.1653	120	26	0.3524	2	-0.0066	poor	3: poor quality, indiscernible CNAs with many waves
GSM509925	GSE20353	1.3014	119	25	0.3539	1	0.1113	good	5: good quality, control or without many CNAs
GSM509926	GSE20353	1.4905	113	53	0.3621	2	-1.4579	poor	3: poor quality, indiscernible CNAs with many waves
GSM509927	GSE20353	1.5238	119	102	0.3683	2	-2.2794	poor	3: poor quality, indiscernible CNAs with many waves
GSM509928	GSE20353	2.9569	19	32	0.3668	1	2.3383	good	2: good quality, discernible CNAs with few waves
GSM506855	GSE20564	1.1813	119	25	0.5694	2	-1.9054	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM528890	GSE21123	1.1905	120	31	0.4646	2	-1.8644	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM528891	GSE21123	3.2473	78	108	0.3033	2	-0.5362	poor	1: hypersegmented, discernible CNAs with some waves
GSM528892	GSE21123	2.764	26	80	0.3149	1	0.1198	good	2: good quality, discernible CNAs with few waves
GSM528893	GSE21123	1.6254	120	115	0.3133	2	-2.0666	poor	3: poor quality, indiscernible CNAs with many waves
GSM528894	GSE21123	1.8635	114	95	0.3811	2	-2.0569	poor	3: poor quality, indiscernible CNAs with many waves
GSM528895	GSE21123	3.1949	41	55	0.2384	1	1.8673	good	2: good quality, discernible CNAs with few waves
GSM528896	GSE21123	3.3784	94	161	0.2623	2	-1.3108	poor	1: hypersegmented, discernible CNAs with some waves
GSM528897	GSE21123	3.3243	101	204	0.2653	2	-1.5759	poor	1: hypersegmented, discernible CNAs with some waves
GSM528898	GSE21123	6.8713	86	102	0.2654	1	1.0175	good	2: good quality, discernible CNAs with few waves
GSM528899	GSE21123	2.7332	113	144	0.2774	2	-1.517	poor	1: hypersegmented, discernible CNAs with some waves
GSM528900	GSE21123	1.8947	119	73	0.4495	2	-2.0523	poor	3: poor quality, indiscernible CNAs with many waves
GSM528901	GSE21123	2.8325	42	56	0.4024	1	0.7822	good	2: good quality, discernible CNAs with few waves
GSM528902	GSE21123	2.585	120	89	0.4825	2	-1.4664	poor	1: hypersegmented, discernible CNAs with some waves
GSM528903	GSE21123	2.399	65	71	0.2605	1	0.1844	good	2: good quality, discernible CNAs with few waves
GSM528904	GSE21123	2.1654	65	73	0.2756	2	-0.2338	poor	3: poor quality, indiscernible CNAs with many waves
GSM528905	GSE21123	1.874	120	175	0.2482	2	-1.8497	poor	3: poor quality, indiscernible CNAs with many waves
GSM528906	GSE21123	2.2871	37	62	0.3275	1	0.468	good	2: good quality, discernible CNAs with few waves
GSM528907	GSE21123	2.7052	120	132	0.3082	2	-1.5029	poor	1: hypersegmented, discernible CNAs with some waves
GSM528908	GSE21123	1.5319	120	82	0.3108	2	-1.7446	poor	3: poor quality, indiscernible CNAs with many waves
GSM528909	GSE21123	2.9771	38	63	0.246	1	1.3226	good	2: good quality, discernible CNAs with few waves
GSM528910	GSE21123	1.4599	118	57	0.3856	2	-1.878	poor	3: poor quality, indiscernible CNAs with many waves
GSM528911	GSE21123	5.0822	107	173	0.2283	2	-0.7067	poor	1: hypersegmented, discernible CNAs with some waves
GSM528912	GSE21123	2.1529	51	140	0.2794	2	-1.8642	poor	3: poor quality, indiscernible CNAs with many waves
GSM528913	GSE21123	3.9534	120	107	0.332	2	-0.287	poor	1: hypersegmented, discernible CNAs with some waves
GSM528914	GSE21123	3.8138	110	122	0.2848	2	-0.5515	poor	1: hypersegmented, discernible CNAs with some waves
GSM528915	GSE21123	2.5613	118	153	0.2533	2	-1.5917	poor	1: hypersegmented, discernible CNAs with some waves
GSM528916	GSE21123	1.7301	40	42	0.7755	2	-1.4494	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM528917	GSE21123	2.2324	103	111	0.4437	2	-1.9108	poor	3: poor quality, indiscernible CNAs with many waves
GSM528918	GSE21123	2.3667	104	133	0.3123	2	-1.7625	poor	3: poor quality, indiscernible CNAs with many waves
GSM528919	GSE21123	1.9758	26	75	0.2713	2	-0.3698	poor	3: poor quality, indiscernible CNAs with many waves
GSM528920	GSE21123	1.7763	44	60	0.2524	1	0.2349	good	2: good quality, discernible CNAs with few waves
GSM528921	GSE21123	2.2568	73	80	0.2748	2	-0.4802	poor	3: poor quality, indiscernible CNAs with many waves
GSM528922	GSE21123	3.7883	93	92	0.2527	1	0.3158	good	2: good quality, discernible CNAs with few waves
GSM528923	GSE21123	3.8034	118	157	0.2783	2	-1.0619	poor	1: hypersegmented, discernible CNAs with some waves
GSM528924	GSE21123	2.4393	35	82	0.291	2	-0.1788	poor	3: poor quality, indiscernible CNAs with many waves
GSM528925	GSE21123	1.3754	118	36	0.2465	1	0.7019	good	5: good quality, control or without many CNAs
GSM528926	GSE21123	2.4781	66	61	0.3264	1	0.3658	good	2: good quality, discernible CNAs with few waves
GSM528927	GSE21123	4.5234	88	95	0.2663	1	0.6313	good	2: good quality, discernible CNAs with few waves
GSM528928	GSE21123	5.4962	99	117	0.3081	1	0.3169	good	2: good quality, discernible CNAs with few waves
GSM528929	GSE21123	2.3723	26	46	0.3188	1	1.5831	good	2: good quality, discernible CNAs with few waves
GSM528930	GSE21123	1.8937	75	87	0.3788	2	-1.7634	poor	3: poor quality, indiscernible CNAs with many waves
GSM528931	GSE21123	3.1715	101	151	0.2828	2	-1.3525	poor	1: hypersegmented, discernible CNAs with some waves
GSM528932	GSE21123	2.8871	83	95	0.3227	2	-0.5944	poor	1: hypersegmented, discernible CNAs with some waves
GSM528933	GSE21123	2.1052	120	88	0.2495	2	-1.0027	poor	3: poor quality, indiscernible CNAs with many waves
GSM528934	GSE21123	1.727	107	71	0.3468	2	-1.5817	poor	3: poor quality, indiscernible CNAs with many waves
GSM528935	GSE21123	4.9033	119	161	0.2342	2	-0.6214	poor	1: hypersegmented, discernible CNAs with some waves
GSM528936	GSE21123	3.8657	58	68	0.3756	1	1.2674	good	2: good quality, discernible CNAs with few waves
GSM528937	GSE21123	1.6149	120	72	0.4541	2	-2.3278	poor	3: poor quality, indiscernible CNAs with many waves
GSM528938	GSE21123	2.8758	30	73	0.3966	1	0.2659	good	2: good quality, discernible CNAs with few waves
GSM528939	GSE21123	1.9191	83	63	0.3003	2	-0.4661	poor	3: poor quality, indiscernible CNAs with many waves
GSM528940	GSE21123	1.2119	118	22	0.2373	1	1.6183	good	5: good quality, control or without many CNAs
GSM528941	GSE21123	1.7584	120	112	0.2926	2	-1.882	poor	3: poor quality, indiscernible CNAs with many waves
GSM528942	GSE21123	1.5611	117	204	0.2616	2	-1.8309	poor	3: poor quality, indiscernible CNAs with many waves
GSM528943	GSE21123	3.8629	13	35	0.4139	1	2.2821	good	2: good quality, discernible CNAs with few waves
GSM528944	GSE21123	6.406	17	37	0.3424	1	2.6692	good	2: good quality, discernible CNAs with few waves
GSM528945	GSE21123	4.6179	13	43	0.276	1	2.2771	good	2: good quality, discernible CNAs with few waves
GSM528946	GSE21123	1.3951	71	97	0.2467	2	-1.5152	poor	3: poor quality, indiscernible CNAs with many waves
GSM528947	GSE21123	6.1798	16	34	0.2743	1	2.5105	good	2: good quality, discernible CNAs with few waves
GSM528948	GSE21123	13.2328	41	41	0.2773	1	1.7989	good	2: good quality, discernible CNAs with few waves
GSM528949	GSE21123	3.7023	20	24	0.2844	1	2.5491	good	2: good quality, discernible CNAs with few waves
GSM528950	GSE21123	7.1828	17	30	0.2974	1	2.3974	good	2: good quality, discernible CNAs with few waves
GSM528951	GSE21123	2.6088	43	115	0.2585	2	-1.0863	poor	1: hypersegmented, discernible CNAs with some waves
GSM528952	GSE21123	10.294	10	32	0.256	1	1.7227	good	2: good quality, discernible CNAs with few waves
GSM528953	GSE21123	1.2923	112	23	0.2735	1	1.3937	good	5: good quality, control or without many CNAs
GSM528954	GSE21123	1.2536	120	24	0.427	2	-0.988	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM528955	GSE21123	1.5062	120	91	0.2622	2	-1.5641	poor	3: poor quality, indiscernible CNAs with many waves
GSM528956	GSE21123	1.7381	119	130	0.3225	2	-2.1188	poor	3: poor quality, indiscernible CNAs with many waves
GSM528957	GSE21123	4.836	18	33	0.3089	1	2.8393	good	2: good quality, discernible CNAs with few waves
GSM528958	GSE21123	5.023	3	22	0.3039	1	1.1535	good	2: good quality, discernible CNAs with few waves
GSM528959	GSE21123	2.1903	120	182	0.4434	2	-1.889	poor	3: poor quality, indiscernible CNAs with many waves
GSM528960	GSE21123	1.5986	120	80	0.2738	2	-1.3748	poor	3: poor quality, indiscernible CNAs with many waves
GSM528961	GSE21123	1.1657	120	22	0.4271	2	-0.8666	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM528962	GSE21123	1.6629	50	35	0.477	2	-1.2694	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM528963	GSE21123	2.5201	27	51	0.3998	1	0.8614	good	2: good quality, discernible CNAs with few waves
GSM528964	GSE21123	1.8046	26	35	0.4211	1	0.2076	good	2: good quality, discernible CNAs with few waves
GSM528965	GSE21123	2.2679	43	42	0.4198	1	0.3138	good	2: good quality, discernible CNAs with few waves
GSM528966	GSE21123	3.2206	55	73	0.3971	1	0.3967	good	2: good quality, discernible CNAs with few waves
GSM528967	GSE21123	2.763	28	35	0.4267	1	1.4494	good	2: good quality, discernible CNAs with few waves
GSM528968	GSE21123	2.4789	68	45	0.4262	2	-0.0746	poor	3: poor quality, indiscernible CNAs with many waves
GSM528969	GSE21123	1.7421	120	78	0.3719	2	-1.9353	poor	3: poor quality, indiscernible CNAs with many waves
GSM528970	GSE21123	3.512	119	102	0.518	2	-0.8409	poor	1: hypersegmented, discernible CNAs with some waves
GSM528971	GSE21123	2.5231	59	133	0.2978	2	-1.5716	poor	1: hypersegmented, discernible CNAs with some waves
GSM528972	GSE21123	4.2267	17	59	0.2965	1	1.8135	good	2: good quality, discernible CNAs with few waves
GSM528973	GSE21123	1.1728	120	22	0.2815	1	1.27	good	5: good quality, control or without many CNAs
GSM528974	GSE21123	7.7258	57	70	0.2998	1	2.1579	good	2: good quality, discernible CNAs with few waves
GSM528975	GSE21123	4.2717	30	74	0.3125	1	1.5485	good	2: good quality, discernible CNAs with few waves
GSM528976	GSE21123	4.0076	40	56	0.3009	1	2.3765	good	2: good quality, discernible CNAs with few waves
GSM528977	GSE21123	6.5879	51	59	0.2976	1	2.5554	good	2: good quality, discernible CNAs with few waves
GSM528978	GSE21123	4.4126	26	51	0.3125	1	2.6389	good	2: good quality, discernible CNAs with few waves
GSM528979	GSE21123	4.9758	51	64	0.2856	1	2.2688	good	2: good quality, discernible CNAs with few waves
GSM528980	GSE21123	1.2315	120	22	0.3659	1	0.1065	good	5: good quality, control or without many CNAs
GSM528981	GSE21123	6.2373	49	93	0.2935	1	1.3615	good	2: good quality, discernible CNAs with few waves
GSM528982	GSE21123	2.2829	31	37	0.2937	1	2.049	good	2: good quality, discernible CNAs with few waves
GSM528983	GSE21123	3.0415	5	38	0.2968	1	1.4308	good	2: good quality, discernible CNAs with few waves
GSM528984	GSE21123	4.1672	31	41	0.2919	1	2.9464	good	2: good quality, discernible CNAs with few waves
GSM528985	GSE21123	2.8245	51	71	0.4438	2	-0.2838	poor	1: hypersegmented, discernible CNAs with some waves
GSM528986	GSE21123	2.0703	50	54	0.3817	2	-0.1802	poor	3: poor quality, indiscernible CNAs with many waves
GSM528987	GSE21123	2.4136	22	47	0.4524	1	0.4169	good	2: good quality, discernible CNAs with few waves
GSM528988	GSE21123	3.5906	17	30	0.3925	1	2.4743	good	2: good quality, discernible CNAs with few waves
GSM528989	GSE21123	4.4158	119	106	0.2475	1	0.1208	good	2: good quality, discernible CNAs with few waves
